"hegegemeinschaft_name";"hegegemeinschaft_id";"revier_name";"revier_id";"ansprechpartner_name";"ansprechpartner_rolle";"telefon";"email";"stellvertreter_name";"stellvertreter_telefon";"stellvertreter_email";"notizen";"parcel_ids"
"Hegegemeinschaft Dietenhofen";"hg-dietenhofen";"Neudorf";"revier-dietenhofen-neudorf";"HG-Team hg-dietenhofen";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-dietenhofen@example.invalid";"Stellv. Team hg-dietenhofen";"+49 0000 000001";"stellv+hg-dietenhofen@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Dietenhofen";"hg-dietenhofen";"Seubersdorf";"revier-dietenhofen-seubersdorf";"HG-Team hg-dietenhofen";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-dietenhofen@example.invalid";"Stellv. Team hg-dietenhofen";"+49 0000 000001";"stellv+hg-dietenhofen@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Leutershausen";"hg-leutershausen";"Jochsberg";"revier-leutershausen-jochsberg";"HG-Team hg-leutershausen";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-leutershausen@example.invalid";"Stellv. Team hg-leutershausen";"+49 0000 000001";"stellv+hg-leutershausen@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Leutershausen";"hg-leutershausen";"Rauenberg";"revier-leutershausen-rauenberg";"HG-Team hg-leutershausen";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-leutershausen@example.invalid";"Stellv. Team hg-leutershausen";"+49 0000 000001";"stellv+hg-leutershausen@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Leutershausen";"hg-leutershausen";"Rammersdorf II";"revier-leutershausen-rammersdorf-2";"HG-Team hg-leutershausen";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-leutershausen@example.invalid";"Stellv. Team hg-leutershausen";"+49 0000 000001";"stellv+hg-leutershausen@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Leutershausen";"hg-leutershausen";"Rauenbuch";"revier-leutershausen-rauenbuch";"HG-Team hg-leutershausen";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-leutershausen@example.invalid";"Stellv. Team hg-leutershausen";"+49 0000 000001";"stellv+hg-leutershausen@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Leutershausen";"hg-leutershausen";"Neunkirchen";"revier-leutershausen-neunkirchen";"HG-Team hg-leutershausen";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-leutershausen@example.invalid";"Stellv. Team hg-leutershausen";"+49 0000 000001";"stellv+hg-leutershausen@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Leutershausen";"hg-leutershausen";"Leutershausen";"revier-leutershausen-leutershausen";"HG-Team hg-leutershausen";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-leutershausen@example.invalid";"Stellv. Team hg-leutershausen";"+49 0000 000001";"stellv+hg-leutershausen@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Leutershausen";"hg-leutershausen";"Erlbach";"revier-leutershausen-erlbach";"HG-Team hg-leutershausen";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-leutershausen@example.invalid";"Stellv. Team hg-leutershausen";"+49 0000 000001";"stellv+hg-leutershausen@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Leutershausen";"hg-leutershausen";"Büchelberg";"revier-leutershausen-buechelberg";"HG-Team hg-leutershausen";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-leutershausen@example.invalid";"Stellv. Team hg-leutershausen";"+49 0000 000001";"stellv+hg-leutershausen@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Aich";"revier-lichtenau-aich";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Alberndorf Nord";"revier-lichtenau-alberndorf-nord";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Alberndorf Süd";"revier-lichtenau-alberndorf-sued";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Altendettelsau";"revier-lichtenau-altendettelsau";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Bechhofen";"revier-lichtenau-bechhofen";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Fischbach";"revier-lichtenau-fischbach";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Herpersdorf";"revier-lichtenau-herpersdorf";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Immeldorf";"revier-lichtenau-immeldorf";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Lichtenau";"revier-lichtenau-lichtenau";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Malmersdorf";"revier-lichtenau-malmersdorf";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Oberrammersdorf";"revier-lichtenau-oberrammersdorf";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Petersaurach";"revier-lichtenau-petersaurach";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Ratzenwinden";"revier-lichtenau-ratzenwinden";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Schlauersbach";"revier-lichtenau-schlauersbach";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Unterrottmannsdorf";"revier-lichtenau-unterrottmannsdorf";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Volkersdorf";"revier-lichtenau-volkersdorf";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Wattenbach";"revier-lichtenau-wattenbach";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Staatsforst";"revier-lichtenau-staatsforst";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Lichtenau";"hg-lichtenau";"Neuendettelsau MUNA";"revier-lichtenau-neuendettelsau-muna";"HG-Team hg-lichtenau";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-lichtenau@example.invalid";"Stellv. Team hg-lichtenau";"+49 0000 000001";"stellv+hg-lichtenau@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Müncherlbach";"revier-heilsbronn-muencherlbach";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Ketteldorf";"revier-heilsbronn-ketteldorf";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Haag";"revier-heilsbronn-haag";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Bürglein";"revier-heilsbronn-buerglein";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Bonhof";"revier-heilsbronn-bonhof";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Betzendorf";"revier-heilsbronn-betzendorf";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Lindach";"revier-heilsbronn-lindach";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Klosterwald";"revier-heilsbronn-klosterwald";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Wollersdorf";"revier-heilsbronn-wollersdorf";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Weiterndorf";"revier-heilsbronn-weiterndorf";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Weißenbronn";"revier-heilsbronn-weissenbronn";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Seitendorf";"revier-heilsbronn-seitendorf";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Heilsbronn";"hg-heilsbronn";"Neuendettelsau";"revier-heilsbronn-neuendettelsau";"HG-Team hg-heilsbronn";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-heilsbronn@example.invalid";"Stellv. Team hg-heilsbronn";"+49 0000 000001";"stellv+hg-heilsbronn@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Wolframs-Eschenbach";"hg-wolframs-eschenbach";"Merkendorf";"revier-wolframs-eschenbach-merkendorf";"HG-Team hg-wolframs-eschenbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-wolframs-eschenbach@example.invalid";"Stellv. Team hg-wolframs-eschenbach";"+49 0000 000001";"stellv+hg-wolframs-eschenbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Wolframs-Eschenbach";"hg-wolframs-eschenbach";"Weizendorf";"revier-wolframs-eschenbach-weizendorf";"HG-Team hg-wolframs-eschenbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-wolframs-eschenbach@example.invalid";"Stellv. Team hg-wolframs-eschenbach";"+49 0000 000001";"stellv+hg-wolframs-eschenbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Wolframs-Eschenbach";"hg-wolframs-eschenbach";"Wolframs-Eschenbach";"revier-wolframs-eschenbach-wolframs-eschenbach";"HG-Team hg-wolframs-eschenbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-wolframs-eschenbach@example.invalid";"Stellv. Team hg-wolframs-eschenbach";"+49 0000 000001";"stellv+hg-wolframs-eschenbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Wolframs-Eschenbach";"hg-wolframs-eschenbach";"Selgenstadt";"revier-wolframs-eschenbach-selgenstadt";"HG-Team hg-wolframs-eschenbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-wolframs-eschenbach@example.invalid";"Stellv. Team hg-wolframs-eschenbach";"+49 0000 000001";"stellv+hg-wolframs-eschenbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Wolframs-Eschenbach";"hg-wolframs-eschenbach";"Reutern Nord";"revier-wolframs-eschenbach-reutern-nord";"HG-Team hg-wolframs-eschenbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-wolframs-eschenbach@example.invalid";"Stellv. Team hg-wolframs-eschenbach";"+49 0000 000001";"stellv+hg-wolframs-eschenbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Wolframs-Eschenbach";"hg-wolframs-eschenbach";"Reutern Süd";"revier-wolframs-eschenbach-reutern-sued";"HG-Team hg-wolframs-eschenbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-wolframs-eschenbach@example.invalid";"Stellv. Team hg-wolframs-eschenbach";"+49 0000 000001";"stellv+hg-wolframs-eschenbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Wolframs-Eschenbach";"hg-wolframs-eschenbach";"Mitteleschenbach";"revier-wolframs-eschenbach-mitteleschenbach";"HG-Team hg-wolframs-eschenbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-wolframs-eschenbach@example.invalid";"Stellv. Team hg-wolframs-eschenbach";"+49 0000 000001";"stellv+hg-wolframs-eschenbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Wolframs-Eschenbach";"hg-wolframs-eschenbach";"Ismannsdorf";"revier-wolframs-eschenbach-ismannsdorf";"HG-Team hg-wolframs-eschenbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-wolframs-eschenbach@example.invalid";"Stellv. Team hg-wolframs-eschenbach";"+49 0000 000001";"stellv+hg-wolframs-eschenbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Wolframs-Eschenbach";"hg-wolframs-eschenbach";"Hirschlach";"revier-wolframs-eschenbach-hirschlach";"HG-Team hg-wolframs-eschenbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-wolframs-eschenbach@example.invalid";"Stellv. Team hg-wolframs-eschenbach";"+49 0000 000001";"stellv+hg-wolframs-eschenbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Wolframs-Eschenbach";"hg-wolframs-eschenbach";"Biederbach";"revier-wolframs-eschenbach-biederbach";"HG-Team hg-wolframs-eschenbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-wolframs-eschenbach@example.invalid";"Stellv. Team hg-wolframs-eschenbach";"+49 0000 000001";"stellv+hg-wolframs-eschenbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Windsbach";"revier-windsbach-windsbach";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Elpersdorf";"revier-windsbach-elpersdorf";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Untereschenbach";"revier-windsbach-untereschenbach";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Winkelhaid";"revier-windsbach-winkelhaid";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Hegersbach";"revier-windsbach-hegersbach";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Retzendorf";"revier-windsbach-retzendorf";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Suddersdorf";"revier-windsbach-suddersdorf";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Bertholdsdorf";"revier-windsbach-bertholdsdorf";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Moosbach";"revier-windsbach-moosbach";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Wernsbach";"revier-windsbach-wernsbach";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Prünst";"revier-windsbach-pruenst";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Brunn";"revier-windsbach-brunn";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Veitsaurach";"revier-windsbach-veitsaurach";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Sauernheim";"revier-windsbach-sauernheim";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
"Hegegemeinschaft Windsbach";"hg-windsbach";"Neuses";"revier-windsbach-neuses";"HG-Team hg-windsbach";"Hegegemeinschaftsleiter";"+49 0000 000000";"kontakt+hg-windsbach@example.invalid";"Stellv. Team hg-windsbach";"+49 0000 000001";"stellv+hg-windsbach@example.invalid";"Anonymisierte Mock-Kontaktdaten fuer oeffentliches Repo.";""
